QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
8	3	ctg2817_9_5497_8524_pos	100.00%	73.72%	1533	0.0	peptidase domain-containing ABC transporter [Pyrinomonadaceae	https://www.ncbi.nlm.nih.gov/protein/MBA2525626?report=genbank
9	1	ctg15338_1_0_2916_neg	95.37%	86.30%	1632	0.0	putative fatty-acid--CoA ligase fadD21 [Anaerolineales	https://www.ncbi.nlm.nih.gov/protein/MBM2843409?report=genbank
9	2	ctg15338_1_0_2916_neg	98.15%	65.46%	1300	0.0	fatty acyl-AMP ligase [Planctomycetia bacterium	https://www.ncbi.nlm.nih.gov/protein/OYV92699?report=genbank
9	3	ctg15338_1_0_2916_neg	96.71%	62.57%	1278	0.0	aminotransferase class I/II-fold pyridoxal phosphate-dependent	https://www.ncbi.nlm.nih.gov/protein/MBI2826410?report=genbank
10	1	ctg113605_1_0_2682_pos	94.29%	67.81%	1177	0.0	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/WP_217946589?report=genbank
10	2	ctg113605_1_0_2682_pos	95.97%	66.36%	1163	0.0	non-ribosomal peptide synthetase, partial [Andreprevotia	https://www.ncbi.nlm.nih.gov/protein/WP_051711494?report=genbank
10	3	ctg113605_1_0_2682_pos	95.52%	65.35%	1144	0.0	non-ribosomal peptide synthetase [Andreprevotia chitinilytica]	https://www.ncbi.nlm.nih.gov/protein/WP_051711496?report=genbank
11	1	ctg87904_1_0_2619_pos	96.79%	58.52%	962	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/HFL74827?report=genbank
11	2	ctg87904_1_0_2619_pos	96.56%	57.11%	956	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_190825839?report=genbank
11	3	ctg87904_1_0_2619_pos	96.10%	55.84%	927	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBW4492972?report=genbank
12	1	ctg93934_1_0_2535_neg	99.05%	55.21%	941	0.0	acyltransferase domain-containing protein [Sphaerospermopsis aphanizomenoides]	https://www.ncbi.nlm.nih.gov/protein/WP_200325506?report=genbank
12	2	ctg93934_1_0_2535_neg	99.05%	54.46%	934	0.0	type I polyketide synthase [Anabaena	https://www.ncbi.nlm.nih.gov/protein/WP_016950019?report=genbank
12	3	ctg93934_1_0_2535_neg	99.29%	52.71%	896	0.0	polyketide synthase dehydratase domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_062245739?report=genbank
14	1	ctg106782_1_0_2439_neg	85.73%	55.19%	701	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBI3447571?report=genbank
14	2	ctg106782_1_0_2439_neg	97.79%	51.04%	632	0.0	Polyketide synthase modules and related	https://www.ncbi.nlm.nih.gov/protein/CAA9306727?report=genbank
15	1	ctg61890_1_0_2325_neg	73.16%	70.76%	714	0.0	polyketide synthase I, partial [uncultured	https://www.ncbi.nlm.nih.gov/protein/CAG25974?report=genbank
16	1	ctg317_49_40558_42820_neg	99.73%	76.54%	1172	0.0	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/MBV8240418?report=genbank
16	2	ctg317_49_40558_42820_neg	99.73%	76.54%	1169	0.0	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/TMK17884?report=genbank
16	3	ctg317_49_40558_42820_neg	99.73%	76.28%	1162	0.0	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/MBV8288983?report=genbank
17	1	ctg58679_1_0_2217_neg	73.88%	52.74%	584	0.0	SDR family NAD(P)-dependent oxidoreductase [Symploca	https://www.ncbi.nlm.nih.gov/protein/NER24034?report=genbank
17	2	ctg58679_1_0_2217_neg	73.34%	52.67%	578	0.0	beta-ketoacyl synthase [Moorena producens PAL-8-15-08-1]	https://www.ncbi.nlm.nih.gov/protein/AOX01782?report=genbank
17	3	ctg58679_1_0_2217_neg	73.61%	52.79%	578	0.0	type I polyketide synthase [Moorena	https://www.ncbi.nlm.nih.gov/protein/NEO92998?report=genbank
18	1	ctg279_30_35057_37058_pos	100.00%	98.20%	1360	0.0	squalene cyclase [Nitrospira sp. SCGC	https://www.ncbi.nlm.nih.gov/protein/OAI46752?report=genbank
18	2	ctg279_30_35057_37058_pos	100.00%	93.54%	1302	0.0	squalene--hopene cyclase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3806840?report=genbank
18	3	ctg279_30_35057_37058_pos	100.00%	93.55%	1298	0.0	squalene--hopene cyclase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBU6481441?report=genbank
19	1	ctg216_31_31403_33323_neg	100.00%	86.70%	1150	0.0	squalene--hopene cyclase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYM54688?report=genbank
19	2	ctg216_31_31403_33323_neg	100.00%	86.70%	1149	0.0	squalene--hopene cyclase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYM49380?report=genbank
19	3	ctg216_31_31403_33323_neg	100.00%	86.07%	1143	0.0	squalene--hopene cyclase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYM76050?report=genbank
20	1	ctg771_9_11171_13067_neg	98.26%	72.84%	992	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MCA1591649?report=genbank
20	2	ctg771_9_11171_13067_neg	96.20%	73.25%	966	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MBV9928543?report=genbank
20	3	ctg771_9_11171_13067_neg	97.15%	74.47%	966	0.0	hypothetical protein DMF56_26445 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYQ25844?report=genbank
21	1	ctg1482_8_5242_7138_neg	99.21%	56.60%	742	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MBA2524596?report=genbank
21	2	ctg1482_8_5242_7138_neg	97.78%	52.50%	681	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/PYV53390?report=genbank
21	3	ctg1482_8_5242_7138_neg	96.83%	52.41%	665	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MSP62210?report=genbank
22	1	ctg26214_1_0_1866_pos	84.86%	68.88%	739	0.0	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/TMA65292?report=genbank
22	2	ctg26214_1_0_1866_pos	99.84%	54.03%	681	0.0	non-ribosomal peptide synthetase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBM2804326?report=genbank
22	3	ctg26214_1_0_1866_pos	99.84%	52.90%	653	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/HFL02881?report=genbank
23	1	ctg18_114_132165_134028_pos	100.00%	99.68%	1273	0.0	MULTISPECIES: siderophore S biosynthesis AcsA-like	https://www.ncbi.nlm.nih.gov/protein/WP_016539716?report=genbank
23	2	ctg18_114_132165_134028_pos	100.00%	99.68%	1271	0.0	hypothetical protein F981_02363 [Acinetobacter guillouiae	https://www.ncbi.nlm.nih.gov/protein/ENU58075?report=genbank
23	3	ctg18_114_132165_134028_pos	100.00%	99.52%	1270	0.0	IucA/IucC family siderophore biosynthesis protein	https://www.ncbi.nlm.nih.gov/protein/WP_224965266?report=genbank
24	1	ctg18_113_130269_132105_pos	100.00%	99.84%	1265	0.0	IucA/IucC family siderophore biosynthesis protein	https://www.ncbi.nlm.nih.gov/protein/WP_224965265?report=genbank
24	2	ctg18_113_130269_132105_pos	100.00%	99.51%	1262	0.0	MULTISPECIES: IucA/IucC family siderophore biosynthesis	https://www.ncbi.nlm.nih.gov/protein/WP_004721417?report=genbank
24	3	ctg18_113_130269_132105_pos	100.00%	99.35%	1260	0.0	IucA/IucC family siderophore biosynthesis protein	https://www.ncbi.nlm.nih.gov/protein/WP_166782686?report=genbank
26	1	ctg22_114_115136_116945_neg	100.00%	99.34%	1244	0.0	IucA/IucC family protein [Acinetobacter sp.	https://www.ncbi.nlm.nih.gov/protein/WP_056511425?report=genbank
26	2	ctg22_114_115136_116945_neg	100.00%	98.84%	1240	0.0	IucA/IucC family siderophore biosynthesis protein	https://www.ncbi.nlm.nih.gov/protein/WP_004720175?report=genbank
26	3	ctg22_114_115136_116945_neg	100.00%	98.50%	1232	0.0	IucA/IucC family protein [Acinetobacter sp.	https://www.ncbi.nlm.nih.gov/protein/WP_166782424?report=genbank
27	1	ctg405_19_16811_18617_neg	100.00%	91.68%	1115	0.0	asparagine synthetase B [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM78159?report=genbank
27	2	ctg405_19_16811_18617_neg	95.67%	60.89%	702	0.0	asparagine synthetase B, partial [Candidatus	https://www.ncbi.nlm.nih.gov/protein/TMQ55486?report=genbank
27	3	ctg405_19_16811_18617_neg	99.00%	50.50%	580	0.0	asparagine synthetase B [Pyrinomonadaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA3710872?report=genbank
28	1	ctg18_110_125610_127401_pos	100.00%	99.66%	1240	0.0	siderophore biosynthesis protein [Acinetobacter sp.	https://www.ncbi.nlm.nih.gov/protein/WP_105712984?report=genbank
28	2	ctg18_110_125610_127401_pos	100.00%	99.33%	1236	0.0	siderophore biosynthesis protein [Acinetobacter sp.	https://www.ncbi.nlm.nih.gov/protein/WP_166782689?report=genbank
28	3	ctg18_110_125610_127401_pos	100.00%	98.99%	1233	0.0	siderophore biosynthesis protein [Acinetobacter guillouiae]	https://www.ncbi.nlm.nih.gov/protein/WP_224965262?report=genbank
29	1	ctg22_116_118406_120191_neg	100.00%	99.16%	1212	0.0	IucA/IucC family siderophore biosynthesis protein	https://www.ncbi.nlm.nih.gov/protein/WP_004720171?report=genbank
29	2	ctg22_116_118406_120191_neg	100.00%	99.16%	1211	0.0	siderophore biosynthesis protein [Acinetobacter guillouiae]	https://www.ncbi.nlm.nih.gov/protein/WP_151957637?report=genbank
29	3	ctg22_116_118406_120191_neg	100.00%	98.99%	1210	0.0	siderophore biosynthesis protein [Acinetobacter sp.	https://www.ncbi.nlm.nih.gov/protein/WP_105712545?report=genbank
30	1	ctg11092_1_0_1764_neg	94.90%	54.92%	556	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MST95141?report=genbank
30	2	ctg11092_1_0_1764_neg	96.26%	50.00%	546	0.0	acyl-CoA synthetase (AMP-forming)/AMP-acid ligase [Bacteroidetes	https://www.ncbi.nlm.nih.gov/protein/MBM2840175?report=genbank
30	3	ctg11092_1_0_1764_neg	98.64%	50.00%	541	0.0	non-ribosomal peptide synthetase [Nitrospinae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3326505?report=genbank
31	1	ctg19715_1_0_1752_neg	96.75%	53.83%	582	0.0	non-ribosomal peptide synthetase [Streptomyces sp.	https://www.ncbi.nlm.nih.gov/protein/WP_124280276?report=genbank
31	2	ctg19715_1_0_1752_neg	96.92%	53.32%	578	0.0	non-ribosomal peptide synthetase [Streptomyces olivaceus]	https://www.ncbi.nlm.nih.gov/protein/WP_224287840?report=genbank
31	3	ctg19715_1_0_1752_neg	96.75%	53.48%	578	0.0	non-ribosomal peptide synthetase [Streptomyces sp.	https://www.ncbi.nlm.nih.gov/protein/WP_056799706?report=genbank
32	1	ctg112244_1_0_1668_neg	99.46%	70.95%	788	0.0	squalene--hopene cyclase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MPZ38042?report=genbank
32	2	ctg112244_1_0_1668_neg	100.00%	69.56%	764	0.0	squalene--hopene cyclase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX9775868?report=genbank
32	3	ctg112244_1_0_1668_neg	99.82%	68.25%	742	0.0	squalene--hopene cyclase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6888953?report=genbank
33	1	ctg8877_1_0_1545_pos	100.00%	91.83%	965	0.0	citramalate synthase [Alphaproteobacteria bacterium 13_2_20CM_2_64_7]	https://www.ncbi.nlm.nih.gov/protein/OLB73125?report=genbank
33	2	ctg8877_1_0_1545_pos	100.00%	90.47%	952	0.0	citramalate synthase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ45047?report=genbank
33	3	ctg8877_1_0_1545_pos	100.00%	90.27%	950	0.0	citramalate synthase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMK01767?report=genbank
34	1	ctg30222_1_0_1488_neg	100.00%	78.63%	776	0.0	phosphoenolpyruvate mutase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI2207842?report=genbank
34	2	ctg30222_1_0_1488_neg	99.80%	77.06%	763	0.0	phosphoenolpyruvate mutase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYN20622?report=genbank
34	3	ctg30222_1_0_1488_neg	99.80%	76.86%	762	0.0	phosphoenolpyruvate mutase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYM21865?report=genbank
35	1	ctg543_27_26688_28152_pos	98.56%	59.03%	576	0.0	DUF692 family protein [Bradyrhizobium japonicum]	https://www.ncbi.nlm.nih.gov/protein/WP_085401704?report=genbank
35	2	ctg543_27_26688_28152_pos	98.56%	56.85%	531	0.0	DUF692 family protein [Terriglobus saanensis]	https://www.ncbi.nlm.nih.gov/protein/WP_013566597?report=genbank
37	1	ctg50530_1_0_1314_neg	96.58%	57.45%	507	2.7773e-166	non-ribosomal peptide synthetase [Nitrospiraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/HAM51733?report=genbank
37	2	ctg50530_1_0_1314_neg	99.77%	55.23%	494	9.98864e-166	AMP-binding protein [bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBC8231638?report=genbank
37	3	ctg50530_1_0_1314_neg	99.54%	56.36%	506	1.9347e-163	non-ribosomal peptide synthetase [Nostoc minutum	https://www.ncbi.nlm.nih.gov/protein/RCJ40837?report=genbank
38	1	ctg1064_23_20733_22050_neg	94.06%	83.98%	699	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/PYR71321?report=genbank
38	2	ctg1064_23_20733_22050_neg	90.41%	60.45%	509	2.07631e-172	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MBI3932940?report=genbank
38	3	ctg1064_23_20733_22050_neg	90.64%	59.15%	496	5.35002e-167	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MBI3932939?report=genbank
39	1	ctg317_48_39071_40409_neg	98.20%	72.95%	660	0.0	SagB family peptide dehydrogenase [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV8240417?report=genbank
39	2	ctg317_48_39071_40409_neg	98.20%	72.05%	654	0.0	SagB family peptide dehydrogenase [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV8109547?report=genbank
39	3	ctg317_48_39071_40409_neg	98.20%	71.59%	649	0.0	SagB family peptide dehydrogenase [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV8320851?report=genbank
40	1	ctg1_511_575789_577022_pos	100.00%	100.00%	845	0.0	MULTISPECIES: hypothetical protein [Acinetobacter] >gb|ENU57420.1|	https://www.ncbi.nlm.nih.gov/protein/WP_004723663?report=genbank
40	2	ctg1_511_575789_577022_pos	100.00%	99.76%	843	0.0	beta-ketoacyl-ACP synthase I [Acinetobacter guillouiae]	https://www.ncbi.nlm.nih.gov/protein/WP_151801573?report=genbank
40	3	ctg1_511_575789_577022_pos	100.00%	98.29%	835	0.0	MULTISPECIES: beta-ketoacyl synthase [Acinetobacter] >gb|ATZ64941.1|	https://www.ncbi.nlm.nih.gov/protein/WP_009586190?report=genbank
41	1	ctg100569_1_0_1164_pos	81.14%	58.04%	338	1.3152e-100	nonribosomal peptide synthetase DhbF [Burkholderiales	https://www.ncbi.nlm.nih.gov/protein/CAG0966656?report=genbank
42	1	ctg120052_1_0_1149_neg	100.00%	70.07%	527	0.0	DUF692 family protein [bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX3027347?report=genbank
42	2	ctg120052_1_0_1149_neg	71.02%	53.68%	287	4.82615e-92	DUF692 domain-containing protein [Methylosinus sp.	https://www.ncbi.nlm.nih.gov/protein/WP_036293023?report=genbank
42	3	ctg120052_1_0_1149_neg	71.02%	53.31%	287	6.90789e-92	MULTISPECIES: DUF692 domain-containing protein [Methylocystaceae]	https://www.ncbi.nlm.nih.gov/protein/WP_024881443?report=genbank
43	1	ctg53553_1_0_1116_neg	96.77%	52.86%	361	4.36697e-115	polyketide synthase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBC6936182?report=genbank
43	2	ctg53553_1_0_1116_neg	100.00%	52.45%	354	7.86777e-107	SDR family NAD(P)-dependent oxidoreductase [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/MBI3243491?report=genbank
43	3	ctg53553_1_0_1116_neg	96.77%	52.34%	353	3.62266e-106	type I polyketide synthase [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/NWG15752?report=genbank
44	1	ctg129_25_25955_27089_pos	99.47%	91.20%	724	0.0	hypothetical protein [Blastocatellia bacterium] >tpg|HAF24163.1|	https://www.ncbi.nlm.nih.gov/protein/HAF12408?report=genbank
44	2	ctg129_25_25955_27089_pos	99.47%	89.07%	711	0.0	hypothetical protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCA1606549?report=genbank
44	3	ctg129_25_25955_27089_pos	99.47%	85.60%	691	0.0	hypothetical protein [Pyrinomonadaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBC8030934?report=genbank
46	1	ctg116_27_42129_43212_pos	99.44%	73.33%	568	0.0	hypothetical protein [Anaerolineae bacterium]	https://www.ncbi.nlm.nih.gov/protein/HGX16641?report=genbank
46	2	ctg116_27_42129_43212_pos	100.00%	73.06%	566	0.0	hypothetical protein [Anaerolineae bacterium]	https://www.ncbi.nlm.nih.gov/protein/HAV78189?report=genbank
46	3	ctg116_27_42129_43212_pos	100.00%	73.89%	565	0.0	hypothetical protein [Ardenticatenales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA3531523?report=genbank
47	1	ctg36_83_110085_111132_neg	97.41%	61.60%	370	9.17138e-124	hypothetical protein E6K73_09175 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ49845?report=genbank
47	2	ctg36_83_110085_111132_neg	92.53%	63.50%	352	3.20953e-117	hypothetical protein A2W00_03410 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/OGF13686?report=genbank
47	3	ctg36_83_110085_111132_neg	97.99%	60.81%	353	5.51344e-117	hypothetical protein E6K81_12415 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ70511?report=genbank
48	1	ctg20_78_98138_99188_pos	92.84%	63.22%	376	3.38468e-126	hypothetical protein E6K73_09175 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ49845?report=genbank
48	2	ctg20_78_98138_99188_pos	94.56%	61.14%	340	3.55903e-112	squalene/phytoene synthase family protein [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBI1795840?report=genbank
48	3	ctg20_78_98138_99188_pos	93.12%	60.79%	340	3.6655e-112	hypothetical protein E6K81_12415 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ70511?report=genbank
49	1	ctg118_56_50585_51623_neg	96.23%	70.92%	454	2.35849e-157	hypothetical protein E6K80_01265 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ72988?report=genbank
49	2	ctg118_56_50585_51623_neg	90.72%	64.15%	371	2.28561e-124	hypothetical protein E6K81_12415 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ70511?report=genbank
49	3	ctg118_56_50585_51623_neg	90.43%	61.18%	348	4.36e-115	hypothetical protein E6K73_09175 [Candidatus Eisenbacteria	https://www.ncbi.nlm.nih.gov/protein/TMQ49845?report=genbank
50	1	ctg402_31_29020_30040_neg	100.00%	96.46%	641	0.0	farnesyl-diphosphate farnesyltransferase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYM72691?report=genbank
50	2	ctg402_31_29020_30040_neg	100.00%	82.60%	553	0.0	farnesyl-diphosphate farnesyltransferase [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYN50568?report=genbank
50	3	ctg402_31_29020_30040_neg	99.71%	87.91%	548	0.0	hypothetical protein AUI57_09630 [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/OLD37778?report=genbank
51	1	ctg64445_1_0_969_neg	100.00%	95.36%	644	0.0	radical SAM protein [Nitrospira sp.	https://www.ncbi.nlm.nih.gov/protein/OAI47537?report=genbank
51	2	ctg64445_1_0_969_neg	100.00%	93.81%	634	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MBU6433072?report=genbank
51	3	ctg64445_1_0_969_neg	100.00%	91.95%	629	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/TKB33342?report=genbank
52	1	ctg7_94_106670_107636_pos	88.79%	70.00%	386	1.01056e-131	squalene/phytoene synthase family protein [Planctomycetes	https://www.ncbi.nlm.nih.gov/protein/MBL8693980?report=genbank
52	2	ctg7_94_106670_107636_pos	89.41%	65.20%	334	5.07967e-111	phytoene/squalene synthase family protein [Planctomycetes	https://www.ncbi.nlm.nih.gov/protein/MBI3818649?report=genbank
52	3	ctg7_94_106670_107636_pos	84.11%	50.00%	238	1.35844e-73	presqualene diphosphate synthase HpnD [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5724133?report=genbank
53	1	ctg54904_1_0_939_pos	76.60%	65.85%	297	8.09431e-96	type III polyketide synthase [Kineosporia	https://www.ncbi.nlm.nih.gov/protein/WP_088319715?report=genbank
53	2	ctg54904_1_0_939_pos	75.64%	67.65%	295	4.36463e-95	type III polyketide synthase [Vallicoccus	https://www.ncbi.nlm.nih.gov/protein/WP_119951733?report=genbank
53	3	ctg54904_1_0_939_pos	74.04%	66.11%	293	2.09123e-94	type III polyketide synthase [Kineosporia	https://www.ncbi.nlm.nih.gov/protein/WP_088287696?report=genbank
54	1	ctg7_93_105777_106674_pos	98.99%	65.08%	392	1.73736e-134	squalene synthase HpnC [Planctomycetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3818648?report=genbank
54	2	ctg7_93_105777_106674_pos	98.99%	64.09%	359	2.11588e-121	squalene synthase HpnC [Planctomycetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBL8693981?report=genbank
55	1	ctg67987_1_0_879_neg	86.35%	59.09%	293	1.55622e-95	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PZN85585?report=genbank
55	2	ctg67987_1_0_879_neg	84.30%	60.62%	290	4.13777e-94	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYR79864?report=genbank
55	3	ctg67987_1_0_879_neg	78.84%	58.33%	288	6.97015e-94	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBP8274410?report=genbank
56	1	ctg8821_1_0_876_neg	98.63%	56.06%	338	4.15586e-108	squalene--hopene cyclase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBL7686298?report=genbank
56	2	ctg8821_1_0_876_neg	90.07%	56.46%	300	2.53026e-93	squalene--hopene cyclase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBF0493406?report=genbank
