QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
11	3	ctg15143_1_0_4224_neg	96.16%	54.81%	1571	0.0	SDR family NAD(P)-dependent oxidoreductase [Fulvivirga	https://www.ncbi.nlm.nih.gov/protein/WP_155177438?report=genbank
12	1	ctg16684_1_0_4011_pos	98.58%	63.89%	1613	0.0	non-ribosomal peptide synthetase [Rhodoplanes sp.	https://www.ncbi.nlm.nih.gov/protein/AMN40743?report=genbank
12	2	ctg16684_1_0_4011_pos	98.58%	63.89%	1612	0.0	non-ribosomal peptide synthase/polyketide synthase [Rhodoplanes	https://www.ncbi.nlm.nih.gov/protein/WP_198164882?report=genbank
12	3	ctg16684_1_0_4011_pos	98.58%	64.83%	1598	0.0	non-ribosomal peptide synthase domain TIGR01720/amino	https://www.ncbi.nlm.nih.gov/protein/SEC07651?report=genbank
13	1	ctg20031_1_0_3639_neg	99.34%	67.46%	1529	0.0	non-ribosomal peptide synthetase [Paraburkholderia piptadeniae]	https://www.ncbi.nlm.nih.gov/protein/WP_087737873?report=genbank
13	2	ctg20031_1_0_3639_neg	99.26%	63.90%	1484	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_206955567?report=genbank
13	3	ctg20031_1_0_3639_neg	85.82%	66.54%	1362	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_201767770?report=genbank
14	1	ctg124_26_20682_24213_pos	99.91%	78.88%	1900	0.0	carboxylic acid reductase [Nocardia sp.	https://www.ncbi.nlm.nih.gov/protein/WP_227999528?report=genbank
14	2	ctg124_26_20682_24213_pos	99.74%	80.22%	1889	0.0	fatty acid CoA ligase FadD9	https://www.ncbi.nlm.nih.gov/protein/MBB5166749?report=genbank
14	3	ctg124_26_20682_24213_pos	99.74%	80.14%	1888	0.0	thioester reductase domain-containing protein [Mycobacterium	https://www.ncbi.nlm.nih.gov/protein/WP_221318331?report=genbank
15	1	ctg4932_1_0_3417_neg	95.70%	57.75%	1205	0.0	SDR family NAD(P)-dependent oxidoreductase, partial	https://www.ncbi.nlm.nih.gov/protein/WP_143677820?report=genbank
15	2	ctg4932_1_0_3417_neg	95.52%	58.16%	1204	0.0	SDR family NAD(P)-dependent oxidoreductase [Streptomyces	https://www.ncbi.nlm.nih.gov/protein/WP_171072485?report=genbank
15	3	ctg4932_1_0_3417_neg	95.70%	57.75%	1204	0.0	SDR family NAD(P)-dependent oxidoreductase [Streptomyces	https://www.ncbi.nlm.nih.gov/protein/WP_210608946?report=genbank
16	1	ctg22728_1_0_3408_pos	92.78%	59.94%	1196	0.0	modular polyketide synthase [Streptomyces sp.	https://www.ncbi.nlm.nih.gov/protein/BAW35608?report=genbank
16	2	ctg22728_1_0_3408_pos	97.01%	58.41%	1193	0.0	type I polyketide synthase [Streptomyces	https://www.ncbi.nlm.nih.gov/protein/QKW11258?report=genbank
16	3	ctg22728_1_0_3408_pos	97.01%	58.41%	1193	0.0	SDR family NAD(P)-dependent oxidoreductase [Streptomyces	https://www.ncbi.nlm.nih.gov/protein/WP_217710528?report=genbank
17	1	ctg28228_1_0_3057_neg	99.80%	72.19%	1428	0.0	SDR family NAD(P)-dependent oxidoreductase [Mycobacterium	https://www.ncbi.nlm.nih.gov/protein/TXH18570?report=genbank
17	2	ctg28228_1_0_3057_neg	99.61%	71.65%	1425	0.0	SDR family NAD(P)-dependent oxidoreductase [Mycolicibacterium	https://www.ncbi.nlm.nih.gov/protein/MBJ7339303?report=genbank
17	3	ctg28228_1_0_3057_neg	99.61%	71.08%	1416	0.0	SDR family NAD(P)-dependent oxidoreductase [Mycobacterium	https://www.ncbi.nlm.nih.gov/protein/WP_140690422?report=genbank
18	1	ctg82_51_52338_54300_neg	95.56%	66.04%	864	0.0	hypothetical protein DMG48_00830 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU53627?report=genbank
18	2	ctg82_51_52338_54300_neg	93.57%	66.88%	863	0.0	hypothetical protein DMG58_03455 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT34965?report=genbank
18	3	ctg82_51_52338_54300_neg	94.49%	65.92%	853	0.0	hypothetical protein AUH11_04025 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39488?report=genbank
19	1	ctg331_16_14758_16717_pos	100.00%	86.39%	1185	0.0	squalene--hopene cyclase [Bradyrhizobium sp. dw_411]	https://www.ncbi.nlm.nih.gov/protein/WP_213736659?report=genbank
19	2	ctg331_16_14758_16717_pos	100.00%	85.47%	1180	0.0	squalene--hopene cyclase [Bradyrhizobium canariense] >emb|SDS61205.1|	https://www.ncbi.nlm.nih.gov/protein/WP_146687505?report=genbank
19	3	ctg331_16_14758_16717_pos	100.00%	85.78%	1178	0.0	squalene--hopene cyclase [Bradyrhizobium sp. S69]	https://www.ncbi.nlm.nih.gov/protein/WP_174248074?report=genbank
20	1	ctg77_36_34260_36192_pos	100.00%	83.70%	1087	0.0	squalene--hopene cyclase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9234754?report=genbank
20	2	ctg77_36_34260_36192_pos	100.00%	82.92%	1057	0.0	squalene--hopene cyclase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8743628?report=genbank
20	3	ctg77_36_34260_36192_pos	98.76%	73.72%	980	0.0	squalene--hopene cyclase [Pseudorhodoplanes sp.]	https://www.ncbi.nlm.nih.gov/protein/MBZ0149679?report=genbank
21	1	ctg25_34_39760_41611_neg	76.46%	64.12%	618	0.0	hypothetical protein AUI36_01370, partial [Cyanobacteria	https://www.ncbi.nlm.nih.gov/protein/OLE72480?report=genbank
22	1	ctg42_50_49039_50827_pos	100.00%	92.79%	1098	0.0	squalene--hopene cyclase [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML54175?report=genbank
22	2	ctg42_50_49039_50827_pos	100.00%	84.20%	995	0.0	squalene--hopene cyclase [Thermoleophilia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX5474118?report=genbank
22	3	ctg42_50_49039_50827_pos	100.00%	81.68%	984	0.0	squalene--hopene cyclase [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8258840?report=genbank
23	1	ctg54_28_35184_36855_pos	100.00%	80.94%	946	0.0	hypothetical protein DMG34_00170 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU09043?report=genbank
23	2	ctg54_28_35184_36855_pos	98.92%	65.95%	771	0.0	hypothetical protein AUH16_05290 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20268?report=genbank
23	3	ctg54_28_35184_36855_pos	98.92%	65.17%	770	0.0	hypothetical protein DMG50_09310 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU83110?report=genbank
24	1	ctg164_42_30054_31701_pos	97.26%	77.09%	838	0.0	AMP-binding protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6777371?report=genbank
24	2	ctg164_42_30054_31701_pos	95.80%	69.58%	722	0.0	AMP-binding protein [Rhodoplanes roseus] >gb|RAI45851.1|	https://www.ncbi.nlm.nih.gov/protein/WP_111417314?report=genbank
24	3	ctg164_42_30054_31701_pos	97.99%	65.55%	710	0.0	AMP-binding protein [Cupriavidus pampae] >emb|CAG9166324.1|	https://www.ncbi.nlm.nih.gov/protein/WP_223982714?report=genbank
25	1	ctg14725_1_0_1638_pos	91.74%	65.17%	644	0.0	arthrofactin synthetase/syringopeptin synthetase C-related non-ribosomal	https://www.ncbi.nlm.nih.gov/protein/ABQ38703?report=genbank
25	2	ctg14725_1_0_1638_pos	91.74%	65.17%	644	0.0	arthrofactin synthetase/syringopeptin synthetase C-related non-ribosomal	https://www.ncbi.nlm.nih.gov/protein/ABQ38703?report=genbank
25	3	ctg14725_1_0_1638_pos	91.74%	65.17%	644	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_201767770?report=genbank
26	1	ctg19815_1_0_1593_pos	100.00%	79.06%	834	0.0	SDR family NAD(P)-dependent oxidoreductase, partial	https://www.ncbi.nlm.nih.gov/protein/WP_152665495?report=genbank
26	2	ctg19815_1_0_1593_pos	99.06%	79.81%	813	0.0	SDR family NAD(P)-dependent oxidoreductase [Mycolicibacterium	https://www.ncbi.nlm.nih.gov/protein/MUM28515?report=genbank
26	3	ctg19815_1_0_1593_pos	99.06%	79.81%	813	0.0	MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase	https://www.ncbi.nlm.nih.gov/protein/WP_202914986?report=genbank
27	1	ctg277_18_13275_14817_neg	100.00%	78.75%	857	0.0	squalene--hopene cyclase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI2715929?report=genbank
27	2	ctg277_18_13275_14817_neg	100.00%	76.61%	829	0.0	squalene--hopene cyclase [Pseudolabrys sp.]	https://www.ncbi.nlm.nih.gov/protein/MBX6328253?report=genbank
27	3	ctg277_18_13275_14817_neg	99.61%	72.90%	775	0.0	squalene--hopene cyclase [Pseudolabrys sp.]	https://www.ncbi.nlm.nih.gov/protein/MBV8792402?report=genbank
29	1	ctg54_22_26689_27883_pos	100.00%	91.44%	739	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYX61701.1|	https://www.ncbi.nlm.nih.gov/protein/PYU03476?report=genbank
29	2	ctg54_22_26689_27883_pos	100.00%	86.40%	704	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|MBS1866880.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840406?report=genbank
29	3	ctg54_22_26689_27883_pos	100.00%	83.38%	687	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT93995?report=genbank
30	1	ctg9275_1_0_1110_neg	95.41%	54.52%	367	1.15172e-121	Nif11-like leader peptide family natural	https://www.ncbi.nlm.nih.gov/protein/MBV9394970?report=genbank
30	2	ctg9275_1_0_1110_neg	96.49%	54.19%	345	5.22618e-113	Nif11-like leader peptide family natural	https://www.ncbi.nlm.nih.gov/protein/MBV8751451?report=genbank
30	3	ctg9275_1_0_1110_neg	94.86%	52.27%	333	2.96789e-108	aspartyl beta-hydroxylase [Caulobacter sp. AP07]	https://www.ncbi.nlm.nih.gov/protein/WP_007673063?report=genbank
32	1	ctg60_44_49517_50639_pos	98.12%	85.25%	668	0.0	hypothetical protein DMG34_13600 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU03294?report=genbank
32	2	ctg60_44_49517_50639_pos	97.32%	77.20%	596	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU47120?report=genbank
32	3	ctg60_44_49517_50639_pos	97.32%	77.20%	596	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU46395?report=genbank
33	1	ctg26862_1_0_984_neg	71.65%	62.24%	270	6.22223e-86	squalene synthase HpnC [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK9674669?report=genbank
33	2	ctg26862_1_0_984_neg	65.85%	65.16%	267	4.75659e-85	squalene synthase HpnC [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK6334664?report=genbank
33	3	ctg26862_1_0_984_neg	65.85%	65.16%	267	5.78516e-85	squalene synthase HpnC [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK6600616?report=genbank
34	1	ctg164_43_31697_32630_pos	100.00%	83.23%	532	0.0	hydroxymethylglutaryl-CoA lyase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6777370?report=genbank
34	2	ctg164_43_31697_32630_pos	99.03%	74.92%	480	9.51144e-169	hydroxymethylglutaryl-CoA lyase [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/NBS57239?report=genbank
34	3	ctg164_43_31697_32630_pos	98.71%	75.49%	471	2.66336e-165	hydroxymethylglutaryl-CoA lyase [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK8065994?report=genbank
35	1	ctg77_32_31231_32116_pos	97.28%	75.96%	433	1.22494e-150	squalene synthase HpnC [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9234757?report=genbank
35	2	ctg77_32_31231_32116_pos	97.28%	75.61%	432	2.57956e-150	squalene synthase HpnC [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8510955?report=genbank
35	3	ctg77_32_31231_32116_pos	95.92%	68.79%	379	2.92585e-129	squalene synthase HpnC [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBO0716090?report=genbank
36	1	ctg277_23_17333_18212_neg	100.00%	71.58%	397	2.14839e-136	squalene synthase HpnC [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3703286?report=genbank
36	2	ctg277_23_17333_18212_neg	100.00%	73.29%	396	2.82451e-136	squalene synthase HpnC [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI2715926?report=genbank
36	3	ctg277_23_17333_18212_neg	100.00%	63.36%	366	3.49538e-124	squalene synthase HpnC [Pseudolabrys sp.]	https://www.ncbi.nlm.nih.gov/protein/MBX6328250?report=genbank
37	1	ctg331_12_11691_12570_pos	100.00%	86.99%	522	0.0	squalene synthase HpnC [Bradyrhizobium sp.]	https://www.ncbi.nlm.nih.gov/protein/THD45714?report=genbank
37	2	ctg331_12_11691_12570_pos	100.00%	86.30%	518	0.0	squalene synthase HpnC [Bradyrhizobium lablabi]	https://www.ncbi.nlm.nih.gov/protein/WP_079537378?report=genbank
37	3	ctg331_12_11691_12570_pos	100.00%	86.30%	513	0.0	squalene synthase HpnC [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_225706670?report=genbank
38	1	ctg190_50_35171_36023_pos	97.88%	88.45%	522	0.0	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
38	2	ctg190_50_35171_36023_pos	100.00%	85.51%	513	0.0	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
38	3	ctg190_50_35171_36023_pos	100.00%	85.16%	510	0.0	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
39	1	ctg1110_11_8821_9640_neg	99.26%	90.74%	499	1.32791e-177	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9909889?report=genbank
39	2	ctg1110_11_8821_9640_neg	99.26%	90.37%	498	3.93262e-177	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8797097?report=genbank
39	3	ctg1110_11_8821_9640_neg	99.26%	87.41%	486	1.6922e-172	bacteriocin family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_024514217?report=genbank
40	1	ctg42_47_46162_46993_pos	97.10%	92.16%	482	1.2916e-170	squalene synthase HpnC [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML77759?report=genbank
40	2	ctg42_47_46162_46993_pos	93.12%	85.60%	399	9.95013e-138	squalene synthase HpnC [Thermoleophilia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX5474121?report=genbank
40	3	ctg42_47_46162_46993_pos	79.35%	89.95%	393	1.57725e-135	hypothetical protein E6G16_07890, partial [Actinomycetia	https://www.ncbi.nlm.nih.gov/protein/TML51049?report=genbank
41	1	ctg1490_8_8058_8874_neg	99.26%	91.08%	497	1.53191e-176	bacteriocin family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8444248?report=genbank
41	2	ctg1490_8_8058_8874_neg	97.05%	86.31%	464	9.59765e-164	bacteriocin family protein [Methylocapsa sp.	https://www.ncbi.nlm.nih.gov/protein/WP_158818341?report=genbank
41	3	ctg1490_8_8058_8874_neg	99.63%	84.07%	464	1.26773e-163	encapsulin [Bradyrhizobium sp. dw_78]	https://www.ncbi.nlm.nih.gov/protein/WP_213769505?report=genbank
42	1	ctg17338_1_0_798_pos	99.62%	92.80%	505	8.80443e-180	hypothetical protein DLM68_19210 [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/PZR80648?report=genbank
42	2	ctg17338_1_0_798_pos	100.00%	90.19%	496	3.78804e-176	hypothetical protein CR217_15715 [Beijerinckiaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/PNE10200?report=genbank
42	3	ctg17338_1_0_798_pos	100.00%	83.77%	457	1.09148e-160	hypothetical protein USCAAHI_03165 [Beijerinckiaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TPV97399?report=genbank
43	1	ctg42_48_47005_47809_pos	100.00%	86.52%	453	2.20225e-159	squalene synthase HpnD [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML77758?report=genbank
43	2	ctg42_48_47005_47809_pos	100.00%	70.70%	370	9.92444e-127	phytoene/squalene synthase family protein [Thermoleophilia	https://www.ncbi.nlm.nih.gov/protein/MBX5474120?report=genbank
43	3	ctg42_48_47005_47809_pos	99.63%	71.80%	366	3.56632e-125	squalene/phytoene synthase family protein [Actinomycetia	https://www.ncbi.nlm.nih.gov/protein/MBV8480313?report=genbank
44	1	ctg138_27_22288_23062_neg	97.67%	55.78%	284	1.45117e-92	DUF692 family protein [Streptomyces roseifaciens]	https://www.ncbi.nlm.nih.gov/protein/WP_160330237?report=genbank
44	2	ctg138_27_22288_23062_neg	98.44%	53.36%	278	3.46966e-90	hypothetical protein [Streptomyces sp. RB5]	https://www.ncbi.nlm.nih.gov/protein/MQY12875?report=genbank
44	3	ctg138_27_22288_23062_neg	98.44%	53.36%	278	6.80447e-90	DUF692 family protein [Streptomyces sp.	https://www.ncbi.nlm.nih.gov/protein/WP_153452477?report=genbank
45	1	ctg77_33_32181_32949_pos	100.00%	76.08%	396	5.61611e-137	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV8510956?report=genbank
45	2	ctg77_33_32181_32949_pos	100.00%	76.08%	395	1.14453e-136	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV9626942?report=genbank
45	3	ctg77_33_32181_32949_pos	100.00%	75.69%	392	2.13126e-135	presqualene diphosphate synthase HpnD [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBV9234756?report=genbank
46	1	ctg3764_1_0_681_pos	99.12%	71.68%	324	2.90995e-107	YcaO-like family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_035722291?report=genbank
46	2	ctg3764_1_0_681_pos	98.67%	70.22%	321	2.23957e-106	YcaO-like family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_155809756?report=genbank
46	3	ctg3764_1_0_681_pos	99.12%	70.35%	321	1.02518e-105	YcaO-like family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_130228652?report=genbank
47	1	ctg1259_11_8915_9560_pos	100.00%	92.06%	423	2.70018e-148	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9888505?report=genbank
47	2	ctg1259_11_8915_9560_pos	100.00%	85.51%	396	1.11968e-137	hypothetical protein AUH13_27040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26551?report=genbank
47	3	ctg1259_11_8915_9560_pos	100.00%	85.51%	396	1.42494e-137	hypothetical protein DMG41_09025 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT89197?report=genbank
48	1	ctg25_35_41607_42066_neg	96.05%	66.01%	195	2.66584e-61	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYX62318?report=genbank
48	2	ctg25_35_41607_42066_neg	96.05%	54.97%	156	2.23977e-45	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT47661?report=genbank
48	3	ctg25_35_41607_42066_neg	93.42%	55.94%	152	4.23155e-44	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYU84854?report=genbank
49	1	ctg82_52_54338_54755_neg	89.86%	91.13%	234	3.42147e-77	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYT92595?report=genbank
49	2	ctg82_52_54338_54755_neg	89.86%	82.26%	218	1.11552e-70	hypothetical protein AUH11_04030 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39489?report=genbank
49	3	ctg82_52_54338_54755_neg	89.86%	76.61%	206	2.66094e-66	hypothetical protein AUI12_09805 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB86103?report=genbank
50	1	ctg3472_1_0_375_neg	100.00%	89.60%	209	2.50546e-65	squalene/phytoene synthase family protein [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ86687?report=genbank
50	2	ctg3472_1_0_375_neg	100.00%	79.20%	193	3.47955e-59	squalene/phytoene synthase family protein [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBV8109968?report=genbank
