QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
4	2	ctg214_64_77583_78279_pos lassopeptide biosynthetic-additional	100.00%	79.22%	390	1.28767e-135	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium 13_2_20CM_57_7]	https://www.ncbi.nlm.nih.gov/protein/OLB16885?report=genbank
4	3	ctg214_64_77583_78279_pos lassopeptide biosynthetic-additional	100.00%	80.09%	390	1.40571e-135	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU84858?report=genbank
5	1	ctg2079_21_16484_17603_pos bacteriocin biosynthetic-additional	99.19%	74.05%	528	0.0	glycosyl transferase family 2 [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/PWT96856?report=genbank
5	2	ctg2079_21_16484_17603_pos bacteriocin biosynthetic-additional	97.04%	72.33%	501	8.7864e-175	Glycosyl transferase, family 2 [Candidatus	https://www.ncbi.nlm.nih.gov/protein/SPF39814?report=genbank
5	3	ctg2079_21_16484_17603_pos bacteriocin biosynthetic-additional	98.39%	72.09%	483	5.11899e-168	glycosyltransferase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5580020?report=genbank
6	1	ctg1807_16_15382_16618_neg lassopeptide biosynthetic-additional	99.76%	74.45%	588	0.0	O-antigen ligase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5698597?report=genbank
6	2	ctg1807_16_15382_16618_neg lassopeptide biosynthetic-additional	98.05%	71.96%	578	0.0	O-antigen ligase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5642567?report=genbank
6	3	ctg1807_16_15382_16618_neg lassopeptide biosynthetic-additional	98.05%	72.70%	577	0.0	O-antigen ligase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5659102?report=genbank
8	1	ctg2821_9_12135_13509_pos bacteriocin biosynthetic-additional	100.00%	94.75%	893	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8144745?report=genbank
8	2	ctg2821_9_12135_13509_pos bacteriocin biosynthetic-additional	100.00%	94.09%	887	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8306175?report=genbank
8	3	ctg2821_9_12135_13509_pos bacteriocin biosynthetic-additional	100.00%	87.31%	827	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ61322?report=genbank
10	1	ctg154_100_111656_113693_pos lassopeptide biosynthetic-additional	99.41%	83.98%	1159	0.0	hypothetical protein DMG36_14175 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT92594?report=genbank
10	2	ctg154_100_111656_113693_pos lassopeptide biosynthetic-additional	98.97%	68.05%	964	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5666475?report=genbank
10	3	ctg154_100_111656_113693_pos lassopeptide biosynthetic-additional	98.97%	68.01%	951	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5688951?report=genbank
11	1	ctg1632_35_28554_29772_neg lassopeptide biosynthetic-additional	96.05%	82.31%	654	0.0	glycosyltransferase family 2 protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5645631?report=genbank
11	2	ctg1632_35_28554_29772_neg lassopeptide biosynthetic-additional	98.02%	73.30%	612	0.0	hypothetical protein AUH13_28310 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB26344?report=genbank
11	3	ctg1632_35_28554_29772_neg lassopeptide biosynthetic-additional	99.01%	73.32%	608	0.0	dolichol-P-glucose synthetase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU12153?report=genbank
12	1	ctg1385_18_23577_23775_neg lassopeptide biosynthetic-additional	100.00%	63.08%	88	4.86029e-21	PqqD family protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5688949?report=genbank
12	2	ctg1385_18_23577_23775_neg lassopeptide biosynthetic-additional	89.23%	67.24%	80	3.18626e-18	PqqD family protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5666473?report=genbank
12	3	ctg1385_18_23577_23775_neg lassopeptide biosynthetic-additional	86.15%	62.50%	75	5.10021e-16	PqqD family protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5573877?report=genbank
13	1	ctg607_44_46165_47272_neg lassopeptide biosynthetic-additional	100.00%	78.80%	579	0.0	DegT/DnrJ/EryC1/StrS family aminotransferase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5696744?report=genbank
13	2	ctg607_44_46165_47272_neg lassopeptide biosynthetic-additional	100.00%	77.45%	562	0.0	DegT/DnrJ/EryC1/StrS family aminotransferase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5500856?report=genbank
13	3	ctg607_44_46165_47272_neg lassopeptide biosynthetic-additional	100.00%	64.13%	484	2.13384e-168	DegT/DnrJ/EryC1/StrS family aminotransferase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMB22388?report=genbank
14	1	ctg1052_12_9522_10341_pos bacteriocin biosynthetic-additional	100.00%	99.63%	560	0.0	inositol monophosphatase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMQ27456?report=genbank
14	2	ctg1052_12_9522_10341_pos bacteriocin biosynthetic-additional	100.00%	93.75%	528	0.0	inositol monophosphatase [Nitrospira sp.]	https://www.ncbi.nlm.nih.gov/protein/TKS60249?report=genbank
14	3	ctg1052_12_9522_10341_pos bacteriocin biosynthetic-additional	100.00%	93.01%	528	0.0	inositol monophosphatase [Nitrospira sp. CG24C]	https://www.ncbi.nlm.nih.gov/protein/THJ13303?report=genbank
17	1	ctg2183_37_22443_23028_neg bacteriocin biosynthetic-additional	93.30%	79.01%	302	3.04973e-102	AhpC/TSA family protein [Acidobacteriaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9678601?report=genbank
17	2	ctg2183_37_22443_23028_neg bacteriocin biosynthetic-additional	93.30%	78.45%	300	2.31738e-101	AhpC/TSA family protein [Acidobacteriaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9033584?report=genbank
17	3	ctg2183_37_22443_23028_neg bacteriocin biosynthetic-additional	89.18%	67.24%	251	6.50692e-82	AhpC/TSA family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX3276859?report=genbank
18	1	ctg3171_21_14638_16018_neg bacteriocin biosynthetic-additional	92.16%	87.23%	763	0.0	FAD-containing oxidoreductase [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH03117?report=genbank
18	2	ctg3171_21_14638_16018_neg bacteriocin biosynthetic-additional	100.00%	75.38%	725	0.0	FAD-containing oxidoreductase [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH21406?report=genbank
18	3	ctg3171_21_14638_16018_neg bacteriocin biosynthetic-additional	96.73%	78.38%	719	0.0	FAD-containing oxidoreductase [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH32678?report=genbank
19	1	ctg1385_17_22165_23272_neg lassopeptide biosynthetic-additional	100.00%	66.85%	513	3.30659e-178	aminoglycoside phosphotransferase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5688950?report=genbank
19	2	ctg1385_17_22165_23272_neg lassopeptide biosynthetic-additional	99.18%	51.09%	383	3.48792e-127	aminoglycoside phosphotransferase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5666474?report=genbank
19	3	ctg1385_17_22165_23272_neg lassopeptide biosynthetic-additional	99.46%	53.68%	381	3.22629e-126	phosphotransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1851400?report=genbank
20	1	ctg607_59_59263_59890_neg lassopeptide biosynthetic-additional	100.00%	80.77%	345	1.93197e-118	UbiX family flavin prenyltransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5694425?report=genbank
20	2	ctg607_59_59263_59890_neg lassopeptide biosynthetic-additional	95.67%	77.89%	326	3.53991e-111	UbiX family flavin prenyltransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5502605?report=genbank
20	3	ctg607_59_59263_59890_neg lassopeptide biosynthetic-additional	96.63%	69.65%	295	7.01938e-99	UbiX family flavin prenyltransferase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/HET76181?report=genbank
21	1	ctg139_42_47481_47766_pos lassopeptide biosynthetic-additional	84.04%	50.63%	84	8.82028e-19	PqqD family protein [Nitrospira sp.]	https://www.ncbi.nlm.nih.gov/protein/TKB77982?report=genbank
22	1	ctg2192_15_15860_16949_pos bacteriocin biosynthetic-additional	99.72%	69.67%	573	0.0	hypothetical protein DMG36_12480 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT92912?report=genbank
22	2	ctg2192_15_15860_16949_pos bacteriocin biosynthetic-additional	99.17%	52.34%	379	5.18333e-127	alpha/beta hydrolase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5535272?report=genbank
22	3	ctg2192_15_15860_16949_pos bacteriocin biosynthetic-additional	89.23%	51.38%	363	2.46349e-121	alpha/beta hydrolase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT82753?report=genbank
23	1	ctg51_58_60530_61781_pos lassopeptide biosynthetic-additional	90.38%	60.30%	460	2.8108e-155	hypothetical protein DMG50_12595 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU82230?report=genbank
23	2	ctg51_58_60530_61781_pos lassopeptide biosynthetic-additional	96.39%	58.12%	451	5.07571e-153	hypothetical protein DMG47_02370 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT47212?report=genbank
23	3	ctg51_58_60530_61781_pos lassopeptide biosynthetic-additional	96.39%	57.65%	446	1.21166e-151	hypothetical protein AUH16_06520 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB19750?report=genbank
24	1	ctg42_218_262459_263473_pos bacteriocin biosynthetic-additional	94.96%	79.69%	528	0.0	glycosyltransferase family 2 protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5540099?report=genbank
24	2	ctg42_218_262459_263473_pos bacteriocin biosynthetic-additional	94.36%	77.67%	510	5.25041e-179	glycosyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU04474?report=genbank
24	3	ctg42_218_262459_263473_pos bacteriocin biosynthetic-additional	94.07%	73.04%	493	5.50075e-173	glycosyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT53469?report=genbank
26	1	ctg858_47_59944_62956_pos bacteriocin biosynthetic-additional	96.81%	70.65%	1425	0.0	hypothetical protein [Gemmatimonadaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV6521676?report=genbank
26	2	ctg858_47_59944_62956_pos bacteriocin biosynthetic-additional	98.31%	70.85%	1377	0.0	FAD-dependent oxidoreductase [Bradyrhizobium sp. 144S4]	https://www.ncbi.nlm.nih.gov/protein/WP_225004829?report=genbank
26	3	ctg858_47_59944_62956_pos bacteriocin biosynthetic-additional	98.40%	70.82%	1375	0.0	FAD-dependent oxidoreductase [Bradyrhizobium japonicum] >gb|APG14479.1|	https://www.ncbi.nlm.nih.gov/protein/WP_071916316?report=genbank
27	1	ctg2035_30_18147_18966_neg lanthipeptide biosynthetic-additional	100.00%	68.75%	379	7.96812e-130	isocitrate lyase/phosphoenolpyruvate mutase family protein	https://www.ncbi.nlm.nih.gov/protein/MCA1559454?report=genbank
27	2	ctg2035_30_18147_18966_neg lanthipeptide biosynthetic-additional	96.69%	70.72%	377	2.42504e-129	isocitrate lyase/phosphoenolpyruvate mutase family protein	https://www.ncbi.nlm.nih.gov/protein/MBA3760381?report=genbank
27	3	ctg2035_30_18147_18966_neg lanthipeptide biosynthetic-additional	99.63%	69.37%	374	3.70806e-128	isocitrate lyase/phosphoenolpyruvate mutase family protein	https://www.ncbi.nlm.nih.gov/protein/MBA3497988?report=genbank
28	1	ctg373_75_78498_79662_pos bacteriocin biosynthetic-additional	100.00%	94.59%	743	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY74781?report=genbank
28	2	ctg373_75_78498_79662_pos bacteriocin biosynthetic-additional	99.74%	93.80%	735	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium] >gb|TLY87145.1|	https://www.ncbi.nlm.nih.gov/protein/TLY68601?report=genbank
28	3	ctg373_75_78498_79662_pos bacteriocin biosynthetic-additional	99.74%	93.54%	733	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ41311?report=genbank
29	1	ctg1632_14_10454_11048_pos lassopeptide biosynthetic-additional	100.00%	70.24%	301	2.88861e-101	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5643355?report=genbank
29	2	ctg1632_14_10454_11048_pos lassopeptide biosynthetic-additional	100.00%	70.24%	300	1.398e-100	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5659087?report=genbank
29	3	ctg1632_14_10454_11048_pos lassopeptide biosynthetic-additional	100.00%	67.12%	299	5.77713e-100	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU10380?report=genbank
30	1	ctg42_217_261860_262463_pos bacteriocin biosynthetic-additional	99.50%	75.88%	332	9.41827e-114	class I SAM-dependent methyltransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5540098?report=genbank
30	2	ctg42_217_261860_262463_pos bacteriocin biosynthetic-additional	99.50%	63.32%	271	1.00086e-89	hypothetical protein DMG43_08955 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT53470?report=genbank
30	3	ctg42_217_261860_262463_pos bacteriocin biosynthetic-additional	99.50%	60.80%	268	2.83194e-88	class I SAM-dependent methyltransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5527186?report=genbank
31	1	ctg1507_19_20743_22180_neg lassopeptide biosynthetic-additional	99.16%	67.36%	640	0.0	phosphotransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3476434?report=genbank
33	1	ctg783_43_43129_43435_neg lassopeptide biosynthetic-additional	100.00%	84.16%	175	9.69288e-55	hypothetical protein AUI36_02345 [Cyanobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE71695?report=genbank
33	2	ctg783_43_43129_43435_neg lassopeptide biosynthetic-additional	100.00%	83.17%	174	1.75324e-54	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU84855?report=genbank
33	3	ctg783_43_43129_43435_neg lassopeptide biosynthetic-additional	100.00%	78.22%	167	9.86044e-52	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT45275?report=genbank
34	1	ctg621_59_65607_66249_pos bacteriocin biosynthetic-additional	98.59%	63.51%	278	3.44027e-92	glutathione S-transferase family protein [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBC7984525?report=genbank
34	2	ctg621_59_65607_66249_pos bacteriocin biosynthetic-additional	98.12%	63.33%	277	1.44945e-91	hypothetical protein [uncultured bacterium]	https://www.ncbi.nlm.nih.gov/protein/AQQ74823?report=genbank
34	3	ctg621_59_65607_66249_pos bacteriocin biosynthetic-additional	98.59%	59.72%	268	2.89379e-88	glutathione S-transferase family protein [Steroidobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBC8025182?report=genbank
35	1	ctg1528_40_38514_39396_neg bacteriocin biosynthetic-additional	99.66%	92.47%	550	0.0	polyprenyl synthetase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5490830?report=genbank
35	2	ctg1528_40_38514_39396_neg bacteriocin biosynthetic-additional	100.00%	91.13%	539	0.0	polyprenyl synthetase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5504495?report=genbank
35	3	ctg1528_40_38514_39396_neg bacteriocin biosynthetic-additional	99.66%	88.01%	534	0.0	polyprenyl synthetase [Acidobacteriia bacterium AA117]	https://www.ncbi.nlm.nih.gov/protein/PYP91443?report=genbank
36	1	ctg327_57_59488_60184_neg lassopeptide biosynthetic-additional	100.00%	85.71%	410	1.48446e-143	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU84858?report=genbank
36	2	ctg327_57_59488_60184_neg lassopeptide biosynthetic-additional	100.00%	84.85%	405	7.12383e-142	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT45278?report=genbank
36	3	ctg327_57_59488_60184_neg lassopeptide biosynthetic-additional	100.00%	84.42%	404	1.89042e-141	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium 13_2_20CM_57_7]	https://www.ncbi.nlm.nih.gov/protein/OLB16885?report=genbank
37	1	ctg51_61_63886_65014_pos lassopeptide biosynthetic-additional	99.73%	87.17%	661	0.0	hypothetical protein AUI12_01100 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB89903?report=genbank
37	2	ctg51_61_63886_65014_pos lassopeptide biosynthetic-additional	99.73%	85.29%	660	0.0	FAD/NAD(P)-binding oxidoreductase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU10675?report=genbank
37	3	ctg51_61_63886_65014_pos lassopeptide biosynthetic-additional	99.73%	86.90%	658	0.0	hypothetical protein DMG46_13635 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT57593?report=genbank
38	1	ctg607_40_40826_41504_pos lassopeptide biosynthetic-additional	100.00%	78.22%	372	9.6242e-129	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5696748?report=genbank
38	2	ctg607_40_40826_41504_pos lassopeptide biosynthetic-additional	100.00%	77.33%	372	1.12207e-128	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5500852?report=genbank
38	3	ctg607_40_40826_41504_pos lassopeptide biosynthetic-additional	100.00%	73.86%	367	1.51693e-126	7-carboxy-7-deazaguanine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU16022?report=genbank
39	1	ctg1632_21_18007_18331_pos lassopeptide biosynthetic-additional	87.85%	62.77%	125	5.57098e-35	PqqD family peptide modification chaperone	https://www.ncbi.nlm.nih.gov/protein/MBZ5659092?report=genbank
39	2	ctg1632_21_18007_18331_pos lassopeptide biosynthetic-additional	86.92%	62.37%	120	3.46373e-33	PqqD family peptide modification chaperone	https://www.ncbi.nlm.nih.gov/protein/MBZ5696732?report=genbank
39	3	ctg1632_21_18007_18331_pos lassopeptide biosynthetic-additional	87.85%	60.64%	117	1.20394e-31	PqqD family peptide modification chaperone	https://www.ncbi.nlm.nih.gov/protein/MBZ5643360?report=genbank
40	1	ctg2821_10_13555_14722_pos bacteriocin biosynthetic-additional	100.00%	85.57%	682	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY74781?report=genbank
40	2	ctg2821_10_13555_14722_pos bacteriocin biosynthetic-additional	99.74%	88.89%	680	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium] >gb|MBV9726452.1|	https://www.ncbi.nlm.nih.gov/protein/MBV9316650?report=genbank
40	3	ctg2821_10_13555_14722_pos bacteriocin biosynthetic-additional	99.74%	85.79%	678	0.0	PLP-dependent transferase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ41311?report=genbank
41	1	ctg1329_37_38113_38575_pos bacteriocin biosynthetic-additional	98.69%	86.75%	284	2.17982e-96	peroxiredoxin [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX39877?report=genbank
41	2	ctg1329_37_38113_38575_pos bacteriocin biosynthetic-additional	100.00%	84.31%	278	6.06512e-94	peroxiredoxin [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX45260?report=genbank
41	3	ctg1329_37_38113_38575_pos bacteriocin biosynthetic-additional	98.69%	84.11%	276	4.2337e-93	peroxiredoxin [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3474210?report=genbank
43	1	ctg1507_20_22176_22452_neg lassopeptide biosynthetic-additional	100.00%	78.02%	148	1.80473e-44	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3476433?report=genbank
43	2	ctg1507_20_22176_22452_neg lassopeptide biosynthetic-additional	90.11%	50.00%	91	5.0247e-22	PqqD family protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5573877?report=genbank
43	3	ctg1507_20_22176_22452_neg lassopeptide biosynthetic-additional	70.33%	51.56%	69	1.71413e-13	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1851401?report=genbank
45	1	ctg327_53_56509_56815_neg lassopeptide biosynthetic-additional	100.00%	79.21%	158	2.9365e-48	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU84855?report=genbank
45	2	ctg327_53_56509_56815_neg lassopeptide biosynthetic-additional	100.00%	77.23%	156	2.00289e-47	hypothetical protein AUI36_02345 [Cyanobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE71695?report=genbank
45	3	ctg327_53_56509_56815_neg lassopeptide biosynthetic-additional	100.00%	74.26%	152	9.84006e-46	hypothetical protein AUH11_11110 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36387?report=genbank
46	1	ctg607_57_57178_58363_neg lassopeptide biosynthetic-additional	99.24%	80.92%	667	0.0	aminofutalosine synthase MqnE [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5694427?report=genbank
46	2	ctg607_57_57178_58363_neg lassopeptide biosynthetic-additional	94.16%	83.02%	657	0.0	aminofutalosine synthase MqnE [Acidipila sp.]	https://www.ncbi.nlm.nih.gov/protein/NDQ56835?report=genbank
46	3	ctg607_57_57178_58363_neg lassopeptide biosynthetic-additional	98.73%	79.59%	647	0.0	aminofutalosine synthase MqnE [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU32887?report=genbank
47	1	ctg373_74_77061_78474_pos bacteriocin biosynthetic-additional	97.23%	94.75%	871	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY99199?report=genbank
47	2	ctg373_74_77061_78474_pos bacteriocin biosynthetic-additional	97.23%	94.53%	870	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY68602?report=genbank
47	3	ctg373_74_77061_78474_pos bacteriocin biosynthetic-additional	97.23%	94.53%	870	0.0	pyridoxal-phosphate dependent enzyme [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ31015?report=genbank
48	1	ctg335_29_31805_35216_pos lassopeptide biosynthetic-additional	98.86%	59.31%	1352	0.0	hypothetical protein DMG48_04035 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU52468?report=genbank
48	2	ctg335_29_31805_35216_pos lassopeptide biosynthetic-additional	99.03%	58.92%	1338	0.0	hypothetical protein DMG43_05605 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT54633?report=genbank
48	3	ctg335_29_31805_35216_pos lassopeptide biosynthetic-additional	99.38%	58.75%	1337	0.0	hypothetical protein DMG46_03840 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT61571?report=genbank
49	1	ctg139_40_44852_46457_pos lassopeptide biosynthetic-additional	92.13%	72.76%	707	0.0	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5723982?report=genbank
49	2	ctg139_40_44852_46457_pos lassopeptide biosynthetic-additional	87.27%	54.51%	510	2.48838e-174	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5577657?report=genbank
49	3	ctg139_40_44852_46457_pos lassopeptide biosynthetic-additional	82.77%	55.30%	486	1.26826e-164	undecaprenyl-phosphate galactose phosphotransferase WbaP [Thermus	https://www.ncbi.nlm.nih.gov/protein/WP_028490814?report=genbank
